HGNC ID	Approved Symbol	Previous Symbols	Synonyms	Entrez Gene ID(supplied by NCBI)	RefSeq(supplied by NCBI)	UniProt ID(supplied by UniProt)	Ensembl ID(supplied by Ensembl)
HGNC:24395	CYCSP3		HCP21, HS7	349198	NG_002971		
HGNC:24413	CYCSP4		HCP4	360157	NG_002955		ENSG00000229120
HGNC:24416	CYCSP5		HCP5	360158	NG_002956		ENSG00000227735
HGNC:24421	CYCSP6		HCP6	360159	NG_002957		ENSG00000214429
HGNC:24422	CYCSP7		HCP7	164837	NG_002958		
HGNC:24423	CYCSP8		HCP8	360160	NG_002959		ENSG00000232503
HGNC:24384	CYCSP10		HCP10	360166	NG_002961		ENSG00000232901
HGNC:24385	CYCSP11		HCP11	360167	NG_002962		ENSG00000229217
HGNC:24386	CYCSP12	CYCSP13	HCP12, HCP13	360168	NG_002963		ENSG00000224263
HGNC:24388	CYCSP14		HCP14	360170	NG_002965		
HGNC:24389	CYCSP16		HCP16	360171	NG_002966		
HGNC:24390	CYCSP17		HCP17	360172	NG_002967		ENSG00000219627
HGNC:24391	CYCSP18		HCP18	360173	NG_002968		
HGNC:24392	CYCSP19		HCP19	360174	NG_002969		ENSG00000213310
HGNC:24394	CYCSP20		HCP20	349158	NG_002970		ENSG00000240416
HGNC:24396	CYCSP22		HCP22	360175	NG_002972		ENSG00000254358
HGNC:24397	CYCSP23		HCP23	360176	NG_002973		ENSG00000253495
HGNC:24398	CYCSP24		HCP24, HC3, HCP31	360177	NG_002974		ENSG00000227666
HGNC:24399	CYCSP25		HC10, HCP25	120528	NG_002975		ENSG00000255370
HGNC:24400	CYCSP26		HCP26	360178	NG_002976		ENSG00000254601
HGNC:24401	CYCSP27		HCP27	341148	NG_002977		ENSG00000255444
HGNC:24402	CYCSP28		HCP28	360179	NG_002978		ENSG00000255003
HGNC:24403	CYCSP29		HCP29	360180	NG_002979		ENSG00000255379
HGNC:24405	CYCSP30		HCP30	121026	NG_002980		ENSG00000257648
HGNC:24406	CYCSP32		HCP32	360181	NG_002981		ENSG00000223625
HGNC:24407	CYCSP33		HCP33	221180	NG_002982		ENSG00000233545
HGNC:24408	CYCSP34		HCP34	360182	NG_002983		ENSG00000176268
HGNC:24409	CYCSP35		HCP35, HC8	121916	NG_002984		ENSG00000233549
HGNC:24411	CYCSP38		HCP38, HC2	360184	NG_002987		ENSG00000259513
HGNC:24412	CYCSP39		HC1, HCP39	342358	NG_002988		ENSG00000260690
HGNC:24414	CYCSP40		HCP40, HC7	360185	NG_002989		ENSG00000262870
HGNC:2580	CYCSP41	CYC1LP4	HCP41	360186	NG_002990		ENSG00000278678
HGNC:2581	CYCSP42	CYC1LP5		343727	NG_002991		ENSG00000224524
HGNC:24417	CYCSP43		HCP43	360187	NG_002992		ENSG00000231706
HGNC:24418	CYCSP44		HCP44	349391	NG_002993		ENSG00000233548
HGNC:24419	CYCSP45		HCP45	352852	NG_002994		ENSG00000184844
HGNC:23941	CYCSP46		HCP46, HCP47	286550	NG_002926		ENSG00000227949
HGNC:23942	CYCSP48		HCP48	360188	NG_002995		ENSG00000233843
HGNC:23943	CYCSP49	CYCSP54	HCP49	360009	NG_002927		ENSG00000224240
HGNC:24383	CYCSP51		HCP1	343045	NG_002953		ENSG00000229357
HGNC:24393	CYCSP52		HCP2, HC6	360155	NR_001560		ENSG00000235700
HGNC:24404	CYCSP53		HCP3	360156	NG_002954		ENSG00000234333
HGNC:21252	CYCSP55	CYCSL1	bA513I15.3, HCP15	157317	NG_007352		ENSG00000214810
HGNC:24424	CYCTP		HCP9	360163	NG_002960		ENSG00000249909
HGNC:13759	CYFIP1		KIAA0068, P140SRA-1, SHYC	23191	NM_001033028	Q7L576	ENSG00000273749
HGNC:13760	CYFIP2		PIR121	26999	NM_001037333	Q96F07	ENSG00000055163
HGNC:16505	CYGB		HGB, STAP	114757	NM_134268	Q8WWM9	ENSG00000161544
HGNC:17806	CYHR1		CHRP, KIAA0496, MGC13010	50626	NM_001129888	Q6ZMK1	ENSG00000187954
HGNC:2582	CYLC1			1538	NM_001271680	P35663	ENSG00000183035
HGNC:2583	CYLC2			1539	NM_001340	Q14093	ENSG00000155833
HGNC:2584	CYLD	CYLD1	KIAA0849, USPL2	1540	NM_001042355	Q9NQC7	ENSG00000083799
HGNC:2587	CYMD		DCMD, MDDC	1541			
HGNC:2588	CYMP			643160	NR_003599		ENSG00000240194
HGNC:52509	CYMP-AS1			440602	NR_108042		ENSG00000235407
HGNC:2595	CYP1A1	CYP1	P450DX, P1-450, P450-C, CP11	1543	NM_000499	P04798	ENSG00000140465
HGNC:2596	CYP1A2		P3-450, CP12	1544	NM_000761	P05177	ENSG00000140505
HGNC:2597	CYP1B1	GLC3A	CP1B	1545	NM_000104	Q16678	ENSG00000138061
HGNC:28543	CYP1B1-AS1	C2orf58	MGC34824	285154	NR_027252		ENSG00000232973
HGNC:39968	CYP1D1P		CYP1A8P	100133307	NG_023158		ENSG00000228024
HGNC:2610	CYP2A6	CYP2A3	CPA6, CYP2A	1548	NM_000762	P11509	ENSG00000255974
HGNC:2611	CYP2A7		CYP2A	1549	NM_000764	P20853	ENSG00000198077
HGNC:2612	CYP2A7P1		CYP2A18PN, CYP2A7PT	1550	NG_029327		ENSG00000213908
HGNC:2613	CYP2A7P2		CYP2A18PC				ENSG00000198251
HGNC:2608	CYP2A13		CPAD, CYP2A	1553	NM_000766	Q16696	ENSG00000197838
HGNC:39975	CYP2AB1P			647265	NG_046139		ENSG00000233441
HGNC:39976	CYP2AC1P			106478960	NG_045223		ENSG00000216998
HGNC:2615	CYP2B6	CYP2B	CPB6, CYPIIB6	1555	NM_000767	P20813	ENSG00000197408
HGNC:2616	CYP2B7P	CYP2B7P1	CYP2B	1556	NR_001278		ENSG00000256612
HGNC:2622	CYP2C8		CPC8	1558	NM_000770	P10632	ENSG00000138115
HGNC:2623	CYP2C9	CYP2C10	P450IIC9	1559	NM_000771	P11712	ENSG00000138109
HGNC:2620	CYP2C18	CYP2C17	P450IIC17, CPCI, CYP2C	1562	NM_000772	P33260	ENSG00000108242
HGNC:2621	CYP2C19	CYP2C	P450IIC19, CPCJ	1557	NM_000769	P33261	ENSG00000165841
HGNC:39970	CYP2C23P	CYP2C62P		107436076	NG_046831		ENSG00000283232
HGNC:39971	CYP2C56P		CYP2C-se1[7]	106478959	NG_043798		ENSG00000229641
HGNC:39969	CYP2C58P			106480430	NG_043298		ENSG00000235199
HGNC:42406	CYP2C59P		CYP2C9-de2c3c	100874505	NG_032713		ENSG00000228460
HGNC:42410	CYP2C60P		CYP2C8-de6b	106480748	NG_043778		ENSG00000260863
HGNC:39972	CYP2C61P		CYP2C-se2[1:2]	106480734	NG_043673		ENSG00000270648
HGNC:42411	CYP2C63P		CYP2C-se3[1]	107063541	NG_046359		
HGNC:39974	CYP2C64P		CYP2C-se4[1]				
HGNC:42405	CYP2C115P		CYP2C9-de1b	100874513	NG_032714		
HGNC:2625	CYP2D6	CYP2DL1, CYP2D7P2, CYP2D7BP, CYP2D8P2, CYP2D7AP	CPD6, P450-DB1, CYP2D, P450C2D	1565	NM_000106	P10635	ENSG00000100197
HGNC:2624	CYP2D7	CYP2D, CYP2D@, CYP2D7P1, CYP2D7P		1564	NM_001348386	A0A087X1C5	ENSG00000205702
HGNC:2628	CYP2D8P	CYP2DP1, CYP2D8P1		1568	NG_000854		ENSG00000226450
HGNC:2631	CYP2E1	CYP2E		1571	NM_000773	P05181	ENSG00000130649
HGNC:2632	CYP2F1	CYP2F		1572	NM_000774	P24903	ENSG00000197446
HGNC:18851	CYP2F2P	CYP2F1P		171427	NG_029339		ENSG00000237118
HGNC:2633	CYP2G1P	CYP2G1	CYP2GP1	22952	NR_040249	Q6ZSU1	ENSG00000130612
HGNC:15653	CYP2G2P	CYP2G2	CYP2GP2	83757	NG_029337		ENSG00000268101
HGNC:2634	CYP2J2			1573	NM_000775	P51589	ENSG00000134716
HGNC:20580	CYP2R1			120227	NM_024514	Q6VVX0	ENSG00000186104
HGNC:15654	CYP2S1			29785	NM_030622	Q96SQ9	ENSG00000167600
HGNC:18852	CYP2T1P	CYP2T2P		171523	NR_144551		ENSG00000233622
HGNC:18853	CYP2T3P			163007	NG_029338		ENSG00000268529
HGNC:20582	CYP2U1		SPG49	113612	NM_183075	Q7Z449	ENSG00000155016
HGNC:20243	CYP2W1		FLJ20359, MGC34287	54905	NM_017781	Q8TAV3	ENSG00000073067
HGNC:2637	CYP3A4	CYP3A3		1576	NM_001202855	P08684	ENSG00000160868
HGNC:2638	CYP3A5		PCN3, P450PCN3, CP35	1577	NM_000777	P20815	ENSG00000106258
HGNC:2640	CYP3A7		CP37, P450-HFLA	1551	NM_000765	P24462	ENSG00000160870
HGNC:51504	CYP3A7-CYP3A51P			100861540	NM_001256497		ENSG00000282301
HGNC:17450	CYP3A43			64816	NM_001278921	Q9HB55	ENSG00000021461
HGNC:42418	CYP3A51P	CYP3A5P1	CYP3A5-de13c, CYP3A5-de1b2b	1578	NG_000856		ENSG00000282277
HGNC:42412	CYP3A52P		CYP3A43-de4c6c	106478983	NG_045113		ENSG00000260524
HGNC:42413	CYP3A54P		CYP3A-se1[2]	106480749	NG_043787		ENSG00000261809
HGNC:42419	CYP3A137P		CYP3A43-de1b	107063543	NG_046361		ENSG00000261511
HGNC:2642	CYP4A11	CYP4A2	CYP4AII	1579	NM_000778	Q02928	ENSG00000187048
HGNC:20575	CYP4A22			284541	NM_001010969	Q5TCH4	ENSG00000162365
HGNC:43715	CYP4A22-AS1		ncRNA-a3	104355148			ENSG00000225506
HGNC:39980	CYP4A26P		CYP4A-se1[12]	107080641	NG_007966		ENSG00000259832
HGNC:42414	CYP4A27P		CYP4A-se3[12]	100422288	NG_007966		ENSG00000261593
HGNC:42417	CYP4A43P		CYP4A-se2[1]	100874495	NG_007966		ENSG00000261196
HGNC:42416	CYP4A44P		CYP4A-se4[2]	106481791	NG_007966		ENSG00000261290
HGNC:2644	CYP4B1			1580	NM_000779	P13584	ENSG00000142973
HGNC:2645	CYP4F2			8529	NM_001082	P78329	ENSG00000186115
HGNC:2646	CYP4F3	LTB4H	CYP4F	4051	NM_000896	Q08477	ENSG00000186529
HGNC:2648	CYP4F8			11283	NM_007253	P98187	ENSG00000186526
HGNC:39940	CYP4F9P			105369296	NG_056701		ENSG00000267392
HGNC:39943	CYP4F10P			646575	NG_032152		ENSG00000267241
HGNC:13265	CYP4F11			57834	NM_001128932	Q9HBI6	ENSG00000171903
HGNC:18857	CYP4F12			66002	NM_023944	Q9HCS2	ENSG00000186204
HGNC:26820	CYP4F22		FLJ39501	126410	NM_173483	Q6NT55	ENSG00000171954
HGNC:39944	CYP4F23P			100422238	NG_024224		ENSG00000269516
HGNC:39945	CYP4F24P			388514	NR_033864		ENSG00000267594
HGNC:39949	CYP4F25P		CYP4F-se1[6:8]	100288827	NG_030091		ENSG00000224106
HGNC:39948	CYP4F26P		CYP4F-se2[6]	106478958	NG_045577		ENSG00000226562
HGNC:39946	CYP4F27P		CYP4F-se3[6:7:8]	107133494	NG_046652		ENSG00000248313
HGNC:2647	CYP4F29P	C21orf15, CYP4F3LP	CYP4F-se4[6:7:8]	54055	NR_026755		ENSG00000228314
HGNC:25270	CYP4F30P	C2orf14	DKFZp434F1719, 4F-se9[6:7:8]	100132708	NR_023391	Q9H0H9	ENSG00000214081
HGNC:39955	CYP4F31P		CYP4F-se10[6:7:8]	107403068	NG_046788		
HGNC:39951	CYP4F32P		CYP4F-se5[6:8]	107133497	NG_046655		ENSG00000223564
HGNC:39952	CYP4F33P		CYP4F-se6[6]	107133499	NG_046657		
HGNC:39953	CYP4F34P		CYP4F-se7[6:7:8]	100422247	NG_024825		ENSG00000244155
HGNC:39954	CYP4F35P		CYP4F-se8[6:7:8]	284233	NR_026756		ENSG00000265787
HGNC:42407	CYP4F36P		CYP4F2-de12b	100422235	NG_024156		ENSG00000273330
HGNC:39957	CYP4F44P		CYP4F-se12[6:8]	106480733	NG_043667		ENSG00000253748
HGNC:39950	CYP4F45P		CYP4F-se13[6:8]				
HGNC:39947	CYP4F59P		CYP4F-se14[6:8]	100132340	NG_031982		
HGNC:42468	CYP4F60P		CYP4F-se15[6:7:8]	107126294	NG_046628		ENSG00000230635
HGNC:42469	CYP4F61P		CYP4F-se16[6:7:8]	107457588	NG_046836		
HGNC:39956	CYP4F62P	CYP4F43P	CYP4F-se11[6:7:8]	646802	NR_103761		ENSG00000239402
HGNC:23198	CYP4V2		CYP4AH1	285440	NM_207352	Q6ZWL3	ENSG00000145476
HGNC:20244	CYP4X1		MGC40051	260293	NM_001320289	Q8N118	ENSG00000186377
HGNC:20583	CYP4Z1		CYP4A20	199974	NM_178134	Q86W10	ENSG00000186160
HGNC:24426	CYP4Z2P		FLJ40054	163720	NR_002788	Q8N1L4	ENSG00000154198
HGNC:2651	CYP7A1	CYP7		1581	NM_000780	P22680	ENSG00000167910
HGNC:2652	CYP7B1	SPG5A		9420	NM_001324112	O75881	ENSG00000172817
HGNC:2653	CYP8B1		CYP12	1582	NM_004391	Q9UNU6	ENSG00000180432
HGNC:2590	CYP11A1	CYP11A	P450SCC	1583	NM_000781	P05108	ENSG00000140459
HGNC:2591	CYP11B1	CYP11B	P450C11, FHI, CPN1	1584	NM_000497	P15538	ENSG00000160882
HGNC:2592	CYP11B2	CYP11B	CYP11BL, CPN2, P-450C18, P450aldo, ALDOS	1585	NM_000498	P19099	ENSG00000179142
HGNC:2593	CYP17A1	CYP17	P450C17, CPT7, S17AH	1586	NM_000102	P05093	ENSG00000148795
HGNC:31671	CYP17A1-AS1	CYP17A1OS	bA753C18.3	102724307	XR_428804		ENSG00000203886
HGNC:2594	CYP19A1	CYP19	ARO, P-450AROM, CPV1, ARO1, CYAR, aromatase	1588	NM_000103	P11511	ENSG00000137869
HGNC:20576	CYP20A1		CYP-M	57404	NM_177538	Q6UW02	ENSG00000119004
HGNC:2599	CYP21A1P	CYP21P, CYP21A	P450c21A	1590	NR_040090		ENSG00000204338
HGNC:2600	CYP21A2	CYP21, CYP21B	P450c21B, CA21H, CPS1, CAH1	1589	NM_000500	P08686	ENSG00000231852
HGNC:2602	CYP24A1	CYP24	CP24, P450-CC24	1591	NM_000782	Q07973	ENSG00000019186
HGNC:2603	CYP26A1		P450RAI, CP26, CYP26, P450RAI1	1592	NM_000783	O43174	ENSG00000095596
HGNC:20581	CYP26B1		P450RAI-2	56603	NM_001277742	Q9NR63	ENSG00000003137
HGNC:20577	CYP26C1			340665	NM_183374	Q6V0L0	ENSG00000187553
HGNC:2605	CYP27A1	CYP27	CTX, CP27	1593	NM_000784	Q02318	ENSG00000135929
HGNC:2606	CYP27B1	VDD1, PDDR	CYP1, P450c1	1594	NM_000785	O15528	ENSG00000111012
HGNC:33480	CYP27C1		FLJ16008	339761	NM_001001665	Q4G0S4	ENSG00000186684
HGNC:17449	CYP39A1			51302	NM_001278738	Q9NYL5	ENSG00000146233
HGNC:2641	CYP46A1	CYP46		10858	NM_006668	Q9Y6A2	ENSG00000036530
HGNC:42349	CYP46A4P		CYP46A-se1[12:13:14]	100874494	NG_032510		ENSG00000237180
HGNC:2649	CYP51A1	CYP51	CP51, CYPL1, P450L1, LDM, P450-14DM	1595	NM_000786	Q16850	ENSG00000001630
HGNC:50694	CYP51A1-AS1		ENST00000453068, LRRD1-AS1	613126	NR_122109		ENSG00000188693
HGNC:20245	CYP51A1P1	CYP51P1		83528	NG_001294		ENSG00000241095
HGNC:20251	CYP51A1P2	CYP51P2		83530	NG_002766		ENSG00000233588
HGNC:41991	CYP51A1P3	CYP51P3		100422264	NG_025983		ENSG00000215223
HGNC:2654	CYR61	IGFBP10	GIG1, CCN1	3491	NM_001554	O00622	ENSG00000142871
HGNC:22432	CYREN	C7orf49	MGC5242, FLJ27285, FLJ22450, MRI, MRI-2	78996	NM_001243749	Q9BWK5	ENSG00000122783
HGNC:18525	CYS1			192668	NM_001037160	Q717R9	ENSG00000205795
HGNC:17451	CYSLTR1		CysLT1, CysLT(1), CYSLT1R	10800	NM_001282186	Q9Y271	ENSG00000173198
HGNC:18274	CYSLTR2		CysLT(2), CYSLT2R	57105	NM_001308465	Q9NS75	ENSG00000152207
HGNC:30529	CYSRT1	C9orf169	MGC59937	375791	NM_199001	A8MQ03	ENSG00000197191
HGNC:30239	CYSTM1	C5orf32	ORF1-FL49	84418	NM_032412	Q9H1C7	ENSG00000120306
HGNC:9501	CYTH1	PSCD1	B2-1, D17S811E, cytohesin-1	9267	NM_001292018	Q15438	ENSG00000108669
HGNC:9502	CYTH2	PSCD2L, PSCD2	CTS18.1, Sec7p-L, ARNO, Sec7p-like, cytohesin-2	9266	NM_004228	Q99418	ENSG00000105443
HGNC:9504	CYTH3	PSCD3	GRP1, ARNO3, cytohesin-3	9265	NM_004227	O43739	ENSG00000008256
HGNC:9505	CYTH4	PSCD4	CYT4, cytohesin-4	27128	NM_001318024	Q9UIA0	ENSG00000100055
HGNC:9506	CYTIP	PSCDBP	B3-1, HE, CYBR, CASP, CYTHIP	9595	NM_004288	O60759	ENSG00000115165
HGNC:24435	CYTL1		C17, C4orf4	54360	NM_018659	Q9NRR1	ENSG00000170891
HGNC:28717	CYTOR	C2orf59, NCRNA00152, LINC00152	MGC4677	112597	NR_024204		ENSG00000222041
HGNC:16274	CYYR1	C21orf95		116159	NM_001320768	Q96J86	ENSG00000166265
HGNC:39560	CYYR1-AS1			100996571	NR_135515		ENSG00000197934
HGNC:28358	D2HGDH		MGC25181, D2HGD, FLJ42195	728294	NM_001287249	Q8N465	ENSG00000180902
HGNC:18142	DAAM1		KIAA0666	23002	NM_001270520	Q9Y4D1	ENSG00000100592
HGNC:18143	DAAM2		KIAA0381	23500	NM_001201427	Q86T65	ENSG00000146122
HGNC:2661	DAB1			1600	NM_001353980	O75553	ENSG00000173406
HGNC:49443	DAB1-AS1			101926890	NR_104362		ENSG00000226759
HGNC:2662	DAB2		DOC-2	1601	NM_001244871	P98082	ENSG00000153071
HGNC:17294	DAB2IP		AF9Q34, DIP1/2, KIAA1743, AIP1	153090	NM_032552	Q5VWQ8	ENSG00000136848
HGNC:2663	DACH1	DACH		1602	NM_004392	Q9UI36	ENSG00000276644
HGNC:16814	DACH2			117154	NM_001139514	Q96NX9	ENSG00000126733
HGNC:51902	DACOR1		TCONS_00023265	100131796			
HGNC:17748	DACT1		DAPPER1, THYEX3, HDPR1, DAPPER, FRODO	51339	NM_001079520	Q9NYF0	ENSG00000165617
HGNC:21231	DACT2	C6orf116	bA503C24.7, DAPPER2	168002	NM_001286350	Q5SW24	ENSG00000164488
HGNC:30745	DACT3	RRR1	MGC15476, DAPPER3	147906	NM_001301046	Q96B18	ENSG00000197380
HGNC:44120	DACT3-AS1			100506068	NR_040041		ENSG00000245598
HGNC:2664	DAD1		OST2	1603	NM_001344	P61803	ENSG00000129562
HGNC:18295	DAD1P1	DAD1L	DAD-R	56286	NG_008170		
HGNC:2666	DAG1		A3a, 156DAG, AGRNR, DAG	1605	NM_001165928	Q14118	ENSG00000173402
HGNC:1165	DAGLA	C11orf11	KIAA0659, NSDDR, DAGLALPHA	747	NM_006133	Q9Y4D2	ENSG00000134780
HGNC:28923	DAGLB		KCCR13L, DAGLBETA	221955	NM_001142936	Q8NCG7	ENSG00000164535
HGNC:51429	DALIR		DALI	104940698			
HGNC:25536	DALRD3		FLJ10496	55152	NM_001009996	Q5D0E6	ENSG00000178149
HGNC:28964	DANCR	KIAA0114, SNHG13	ANCR, AGU2, lncRNA-ANCR	57291	NR_024031	P0C864	ENSG00000226950
HGNC:26780	DAND5		FLJ38607, CKTSF1B3, DANTE, GREM3, CER2, DTE, Coco	199699	NM_152654	Q8N907	ENSG00000179284
HGNC:50863	DANT1			106029310	NR_147172		ENSG00000229335
HGNC:50862	DANT2			642776	NR_130730		ENSG00000235244
HGNC:2671	DAO		DAMOX	1610	NM_001917	P14920	ENSG00000110887
HGNC:21191	DAOA		G72	267012	NM_001161812	P59103	ENSG00000182346
HGNC:30243	DAOA-AS1	DAOAAS, DAOA-AS	G30	282706	NR_040247		ENSG00000232307
HGNC:2672	DAP			1611	NM_001291963	P51397	ENSG00000112977
HGNC:2673	DAP3		MRPS29, DAP-3, MRP-S29, bMRP-10, MGC126058, MGC126059, DKFZp686G12159	7818	NM_001199849	P51398	ENSG00000132676
HGNC:17624	DAP3P1	DAP3P	MRPS29P1	359804	NG_002904		ENSG00000225082
HGNC:29762	DAP3P2	MRPS29P2		359774	NG_002890		ENSG00000228507
HGNC:2674	DAPK1		DAPK, ROCO3	1612	NM_001288729	P53355	ENSG00000196730
HGNC:43591	DAPK1-IT1			100506897	NR_146781		ENSG00000236709
HGNC:2675	DAPK2		DRP-1, MGC119312	23604	NM_014326	Q9UIK4	ENSG00000035664
HGNC:2676	DAPK3		ZIP, ZIPK	1613	NM_001348	O43293	ENSG00000167657
HGNC:21490	DAPL1			92196	NM_001017920	A0PJW8	ENSG00000163331
HGNC:16500	DAPP1		BAM32	27071	NM_001306151	Q9UN19	ENSG00000070190
HGNC:2678	DARS			1615	NM_001293312	P14868	ENSG00000115866
HGNC:40170	DARS-AS1			101928243	NR_110199		ENSG00000231890
HGNC:25538	DARS2		FLJ10514	55157	NM_018122	Q6PI48	ENSG00000117593
HGNC:26383	DAW1	WDR69	FLJ25955, ODA16	164781	NM_001330004	Q8N136	ENSG00000123977
HGNC:2681	DAXX		DAP6	1616	NM_001141969	Q9UER7	ENSG00000204209
HGNC:2682	DAZ1	DAZ	SPGY	1617	NM_004081	Q9NQZ3	ENSG00000188120
HGNC:15964	DAZ2		pDP1678, MGC126442	57055	NM_001005785	Q13117	ENSG00000205944
HGNC:15965	DAZ3			57054	NM_020364	Q9NR90	ENSG00000187191
HGNC:15966	DAZ4			57135	NM_001005375	Q86SG3	ENSG00000205916
HGNC:2683	DAZAP1		MGC19907	26528	NM_001352033	Q96EP5	ENSG00000071626
HGNC:2684	DAZAP2		KIAA0058	9802	NM_001136264	Q15038	ENSG00000183283
HGNC:43869	DAZAP2P1			645805	NG_008858		ENSG00000223825
HGNC:2685	DAZL	DAZLA	DAZH, SPGYLA, MGC26406, DAZL1	1618	NM_001190811	Q92904	ENSG00000092345
HGNC:43904	DBET		DBE-T, DUX4L30	100419743	NR_121644		ENSG00000281591
HGNC:17364	DBF4		ASK, chif, ZDBF1, DBF4A	10926	NM_001318060	Q9UBU7	ENSG00000006634
HGNC:17883	DBF4B		FLJ13087, DRF1, ASKL1, chifb, ZDBF1B	80174	NM_025104	Q8NFT6	ENSG00000161692
HGNC:45059	DBF4P1			645084	NG_006968		ENSG00000235489
HGNC:45060	DBF4P2			100420180	NG_023599		
HGNC:45061	DBF4P3			112272612			
HGNC:2689	DBH		DBM	1621	NM_000787	P09172	ENSG00000123454
HGNC:24155	DBH-AS1	NCRNA00118	BPR	138948	NR_102735		ENSG00000225756
HGNC:2690	DBI		ACBP, ACBD1	1622	NM_001079862	P07108	ENSG00000155368
HGNC:38519	DBIL5P		ELP2P	100131454	NR_024120		ENSG00000231784
HGNC:38518	DBIL5P2		ELP1P	100169989	NR_036635		ENSG00000242412
HGNC:2692	DBIP1	DBIL2		1624	NG_001112		ENSG00000218748
HGNC:2691	DBIP2	DBIL1		1623	NG_003024		ENSG00000251366
HGNC:38517	DBIP3			791082	NG_005846		
HGNC:2695	DBN1	D0S117E		1627	NM_004395	Q16643	ENSG00000113758
HGNC:28455	DBNDD1		MGC3101, FLJ12582	79007	NM_001042610	Q9H9R9	ENSG00000003249
HGNC:15881	DBNDD2	C20orf35	HSMNP1	55861	NM_001048221	Q9BQY9	ENSG00000244274
HGNC:2696	DBNL		SH3P7, HIP-55, ABP1	28988	NM_001014436	Q9UJU6	ENSG00000136279
HGNC:2697	DBP		DABP	1628	NM_001352	Q10586	ENSG00000105516
HGNC:15594	DBR1			51163	NM_016216	Q9UK59	ENSG00000138231
HGNC:2698	DBT			1629	NM_001918	P11182	ENSG00000137992
HGNC:33185	DBX1			120237	NM_001029865	A6NMT0	ENSG00000109851
HGNC:33186	DBX2		FLJ16139	440097	NM_001004329	Q6ZNG2	ENSG00000185610
HGNC:30911	DCAF1	VPRBP	KIAA0800, MGC102804	9730	NM_001171904	Q9Y4B6	ENSG00000145041
HGNC:20229	DCAF4	WDR21, WDR21A	DKFZp434K114	26094	NM_001163508	Q8WV16	ENSG00000119599
HGNC:27723	DCAF4L1	WDR21B		285429	NM_001029955	Q3SXM0	ENSG00000182308
HGNC:26657	DCAF4L2	WDR21C		138009	NM_152418	Q8NA75	ENSG00000176566
HGNC:20224	DCAF5	WDR22	BCRP2, D14S1461E, BCRG2, KIAA1824	8816	NM_001284206	Q96JK2	ENSG00000139990
HGNC:30002	DCAF6	IQWD1	PC326	55827	NM_001017977	Q58WW2	ENSG00000143164
HGNC:30915	DCAF7	WDR68	HAN11, SWAN-1	10238	NM_005828	P61962	ENSG00000136485
HGNC:24891	DCAF8	WDR42A	H326, FLJ35857	50717	NM_015726	Q5TAQ9	ENSG00000132716
HGNC:31810	DCAF8L1	WDR42B		139425	NM_001017930	A6NGE4	ENSG00000226372
HGNC:31811	DCAF8L2	WDR42C		347442	NM_001353448	P0C7V8	ENSG00000189186
HGNC:23686	DCAF10	WDR32	MGC10765, FLJ23201	79269	NM_001286810	Q5QP82	ENSG00000122741
HGNC:20258	DCAF11	WDR23	PRO2389, GL014	80344	NM_001163484	Q8TEB1	ENSG00000100897
HGNC:19911	DCAF12	KIAA1892, WDR40A	DKFZP434O125, MGC1058, CT102, TCC52	25853	NM_015397	Q5T6F0	ENSG00000198876
HGNC:29395	DCAF12L1	WDR40B	KIAA1892L	139170	NM_178470	Q5VU92	ENSG00000198889
HGNC:32950	DCAF12L2	WDR40C		340578	NM_001013628	Q5VW00	ENSG00000198354
HGNC:24535	DCAF13	WDSOF1	DKFZP564O0463, Gm83, HSPC064, Sof1	25879	NM_015420	Q9NV06	ENSG00000164934
HGNC:43866	DCAF13P1			100129009	NG_012000		ENSG00000242562
HGNC:43867	DCAF13P2			100288979	NG_021876		ENSG00000250816
HGNC:43868	DCAF13P3			100132724	NR_027642		ENSG00000259378
HGNC:25095	DCAF15	C19orf72	MGC99481	90379	NM_138353	Q66K64	ENSG00000132017
HGNC:25987	DCAF16	C4orf30	FLJ20280	54876	NM_001345880	Q9NXF7	ENSG00000163257
HGNC:25784	DCAF17	C2orf37	FLJ13096	80067	NM_001164821	Q5H9S7	ENSG00000115827
HGNC:26238	DCAKD		FLJ22955	79877	NM_001128631	Q8WVC6	ENSG00000172992
HGNC:24459	DCANP1	C5orf20	DCNP1	140947	NM_130848	Q8TF63	ENSG00000251380
HGNC:21479	DCBLD1		MGC46341, dJ94G16.1	285761	NM_173674	Q8N8Z6	ENSG00000164465
HGNC:24627	DCBLD2		CLCP1, ESDN	131566	NM_080927	Q96PD2	ENSG00000057019
HGNC:2701	DCC		IGDCC1, NTN1R1	1630	NM_005215	P43146	ENSG00000187323
HGNC:14669	DCD		AIDD, PIF, DSEP, HCAP, DCD-1	117159	NM_001300854	P81605	ENSG00000161634
HGNC:20625	DCDC1			341019	NM_001350255	P59894	ENSG00000170959
HGNC:18141	DCDC2	DFNB66	RU2, KIAA1154, DCDC2A, NPHP19	51473	NM_001195610	Q9UHG0	ENSG00000146038
HGNC:32576	DCDC2B			149069	NM_001099434	A2VCK2	ENSG00000222046
HGNC:32696	DCDC2C			728597	NM_001287444	A8MYV0	ENSG00000214866
HGNC:24799	DCDC5		FLJ46154			Q6ZRR9	
HGNC:13681	DCHS1	CDH25, PCDH16	FIB1, KIAA1773, FLJ11790, CDHR6	8642	NM_003737	Q96JQ0	ENSG00000166341
